record_id,region,country,edu_level,fbo_membership,social_membership,smb_clim_infor,climate_access,clim_infor_useful,years_climate_information,willing_payment_cli,willing_payment,willing_payment_threshold,prioritized_csa_practices,csa_prioritized_inputs,commodity_value_inputs,crop_harvest_inputs,access_credit,amount_funded_input,access_extension_service,times_exten_agents,visit_exten_service,meet_exten_agents,times_hh_mem,medium_exten_service,who_exten_service,MOFAplus,payment_exten_service,price_per_service,hh_mem_payment,crop_produce_inputs,agric_extn_agent_hh,visit_hh_extn_agent,hh_member_talk,participation_agric_serv,hh_member_participated,organization_training,topic_discussed,asking_training,usefulness_training,timeliness_training,hh_member_participated2,Sheep,Poultry,Pigs,Goats,Donkey,Cattle,Bulls,unit_price_livestock,Tractor,Television,Refrigerator,Radio,Plough,Motorbike,Mobilephone,Hoe,Cutlass,Car,Watertank,Water pump,PH drying,Granary,Donkey cart,Bike,unit_price_assets,status,AutoRecordedGIS,AgecategoryofHousehold,Agecategory,CO,acres_land,distance_land,years_farming_land,sel_crop_years,CU,Sourceofinformationonthepra,WhenYeardidyoustartusing,Areacoveredbythepractice,Whydoyoupreferthispractice,CZ,Commonsource,Distancefromhousetothesourc,AverageCostperunitGHS,Whatistheunit,Perceptionofcost,ConstraintstoAccess,DG,Specifyforother,Whatisthetotalacreagescul,Whatisthetotalquantityharve,Whatisthetotalquantityofyo,Whatistheaveragepriceinthe,WillyouAreyoucultivatingth,Whatisyourestimatedyieldfor,DO,DP,Maize100kg,Cowpea100kg,Yam100tubers,Orangefleshsweetpotato100kg,Tomatoes50kg,DV,AmountrequestedinGHS,Amountgranted,DY,DZ,Didyourequest,Perceptiononusefulnessofassi,Timelinessofassistanceorinfo,ED,Number_Qty,UnitpriceGHC,Whoownsthisproperty,Whodecidestodisposeoffthis,EI,NumberQty,EK,EL,EM,latitude,longitude
1235414,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,10.0,Yes,10.0,Yes,,,2.0,2.0,No,,Yes,5.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,3.0,No,,,No,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,OK,"8.1161162,-1.556761,6.432",25 years to 60 years,25 years to 60 years,Communual land,5.0,5.0,22.0,2000.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2000.0,1.0,Climate Smartness,,,,,,,,Maize,0,1,1,1,450,Yes,3,Quantity kept for planting (seed),0,20,0,2000,0,0,,,,Use of improved varieties,0,No,Very useful,Timely,,,,,,Mobile Phone,1.0,60.0,Myself,Husband,8.1161162,-1.556761
1235415,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,10.0,Yes,2.0,Yes,,,1.0,3.0,No,,No,0.0,No,,,,,No access,,,,3.0,No,,,No,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,OK,"8.1162981,-1.5564254,3.9",25 years to 60 years,25 years to 60 years,Owned,3.0,2.0,22.0,2000.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2000.0,1.0,Climate Smartness,,,,,,,,Maize,0,1,4,1,400,Yes,4,Quantity Consumed,0,3 bags,0,0,0,0,,,,Use of fertilizer,0,No,Useful,Timely,Poultry,5.0,30.0,Myself,Husband,Mobile Phone,1.0,95.0,Myself,Husband,8.1162981,-1.5564254
1235416,Bono East,Ghana,Basic Education,No,No,No,Yes,Very useful,10.0,Yes,2.0,Yes,,,2.0,2.0,No,,No,0.0,No,,,,,No access,,,,1.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,OK,"7.9532891,-1.6294056,5.36",Above 60 years,15 years to 24 years,Rented from others,5.0,0.0,4.0,4.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2017.0,5.0,Climate Smartness,,,,,,,,Maize,0,4,20,20,6000,Yes,4000,Quantity kept for planting (seed),0,20,25,0,0,0,,,,Use of fertilizer,0,No,Useful,Not always timely,Poultry,20.0,30.0,Myself,Myself,Radio,1.0,60.0,Husband,Husband,7.9532891,-1.6294056
1235417,Bono East,Ghana,Basic Education,No,Yes,No,No,,,Yes,2.0,No,,,2.0,3.0,Yes,1.0,Yes,7.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,OK,"8.0905285,-1.5315589,10.72",Above 60 years,25 years to 60 years,Rented from others,10.0,3.0,32.0,1990.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2010.0,10.0,Climate Smartness,,,,,,,,Yam,0,6,20bags,10bags,10000,Yes,20bags,Quantity lost through Post-harvest losses,0,3,0,10,0,0,Informal savings and credit group,2000.0,2000.0,Pest and disease management,0,No,Very useful,Not always timely,Goats,15.0,100.0,Myself,Myself,Mobile Phone,1.0,150.0,Myself,Myself,8.0905285,-1.5315589
1235418,Bono East,Ghana,Basic Education,No,No,No,Yes,Very useful,4.0,,1.0,No,,,2.0,3.0,No,,No,0.0,No,,,,,No access,,,,2.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,OK,"7.9538029,-1.6293433,6.432",Below or = 14 years,25 years to 60 years,Rented from others,2.0,2.0,3.0,1990.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2014.0,2.0,Climate Smartness,,,,,,,,Maize,0,2,4,3,960,Yes,1300,Quantity kept for planting (seed),0,1,0,1000,0,0,,,,Pest and disease management,0,No,Somewhat useful,Not always timely,Poultry,3.0,50.0,Myself,Husband,Hoe,10.0,10.0,Myself,Husband,7.9538029,-1.6293433
1235419,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,5.0,Yes,5.0,Yes,,,2.0,3.0,No,,Yes,7.0,No,,,Face-to-face(extension agents to farmer),"Research, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,OK,"8.1161483,-1.5567583,6.432",15 to 24 years,25 years to 60 years,Communual land,5.0,1.0,12.0,2010.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2010.0,2.0,Climate Smartness,,,,,,,,Maize,0,2,3bags,0,0,Yes,5,Quantity lost through Post-harvest losses,0,1,0,2,0,0,,,,Use of fertilizer,0,No,Very useful,Timely,Poultry,7.0,50.0,Myself,Husband,Cutlass,3.0,30.0,Myself,Husband,8.1161483,-1.5567583
1235420,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,20.0,Yes,5.0,Yes,,,2.0,2.0,Yes,1.0,Yes,3.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,4.0,No,,,No,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,OK,"8.1163357,-1.5564107,4.288",Below or = 14 years,25 years to 60 years,Communual land,7.0,5.0,15.0,40.0,Seedbed options-Ridging as an alternative to mounding for yam production,Government Extension Officers,2019.0,1.0,Climate Smartness,,,,,,,,Maize,0,2,15,12,5400,Yes,10000,Quantity kept for planting (seed),0,100,0,1000,0,0,Informal savings and credit group,1000.0,1000.0,Pest and disease management,0,No,Useful,Timely,Sheep,4.0,200.0,Son,Son,Radio,1.0,50.0,Son,Son,8.1163357,-1.5564107
1235421,Bono East,Ghana,No Formal Education,No,Yes,No,Yes,,3.0,Yes,3.0,Yes,,,2.0,2.0,Yes,1.0,Yes,3.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,3.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,OK,"7.954512,-1.6295428,9.648",25 years to 60 years,25 years to 60 years,Rented from others,14.0,4.0,3.0,2002.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2017.0,6.0,Climate Smartness,,,,,,,,Maize,0,6,367,33,7000,Yes,15000,Quantity kept for planting (seed),0,1bag,0,0,0,0,Relatives and friends,700.0,700.0,Use of fertilizer,0,No,Very useful,Timely,Poultry,30.0,40.0,Myself,Husband,Mobile Phone,1.0,100.0,Myself,Husband,7.954512,-1.6295428
1235422,Bono East,Ghana,No Formal Education,Yes,Yes,Yes,Yes,Very useful,5.0,Yes,10.0,Yes,,,2.0,3.0,No,,Yes,5.0,No,,,Face-to-face(extension agents to farmer),"NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,3.0,No,,,No,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,OK,"8.116339,-1.55641,9.648",15 to 24 years,25 years to 60 years,Communual land,8.0,1.0,22.0,10.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2019.0,4.0,Climate Smartness,,,,,,,,Yam,0,4,3000,2000,8000,Yes,6000,Quantity Consumed,0,2,0,900,0,0,,,,Pest and disease management,0,No,Very useful,Timely,Poultry,5.0,,Myself,Wife,Mobile Phone,1.0,70.0,Myself,Son,8.116339,-1.55641
1235423,Bono East,Ghana,Basic Education,No,No,No,Yes,Very useful,5.0,No,,,,,2.0,3.0,Yes,1.0,Yes,3.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,2.0,No,,,No,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,OK,"7.952622,-1.6294157,4.288",15 to 24 years,Below or = 14 years,Rented from others,7.0,2.0,4.0,2019.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2018.0,3.0,Climate Smartness,,,,,,,,Yam,0,this is the first time cultivating,no,no,no,Yes,can't tell,Quantity Consumed,0,9 bags,0,0,0,0,Informal savings and credit group,300.0,300.0,Use of fertilizer,0,Yes,Very useful,Timely,Goats,3.0,100.0,Myself,Son,Radio,1.0,60.0,Myself,Son,7.952622,-1.6294157
1235424,Bono East,Ghana,Basic Education,Yes,Yes,Yes,Yes,Very useful,5.0,Yes,5.0,Yes,,,2.0,3.0,No,,Yes,3.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,4.0,No,,,Yes,Son,Research institution/universities,Crop management,No,Very useful,Timely,Son,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,OK,"7.9461442,-1.6224216,4.288",Below or = 14 years,Below or = 14 years,Owned,3.0,1.0,30.0,1992.0,Promotion of disease and pest tolerant maize and cowpea varieties,Radio,2021.0,1.0,Climate Smartness,,,,,,,,Maize,0,1,2,1,400,Yes,1600,Quantity Consumed,0,70kg,0,150,0,0,,,,Soil management,0,No,Very useful,Timely,Goats,1.0,50.0,Myself,Son,Radio,1.0,50.0,Myself,Husband,7.9461442,-1.6224216
1235425,Bono East,Ghana,Basic Education,Yes,Yes,Yes,Yes,Very useful,3.0,Yes,100.0,Yes,,,2.0,3.0,Yes,2.0,Yes,3.0,No,,,Face-to-face(extension agents to farmer),"NGOs, MOFA Extension",MOFA + NGO Private Research,No,,,4.0,Yes,3.0,Husband,Yes,Myself,NGO,Crop management,No,Very useful,Timely,Myself,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,OK,"7.9470632,-1.6244457,7.504",15 to 24 years,Below or = 14 years,Rented from others,22.0,1.0,4.0,2012.0,Seedbed options-Ridging as an alternative to mounding for yam production,Government Extension Officers,2019.0,3.0,Climate Smartness,,,,,,,,Maize,0,5,35,30,7000,Yes,12000,Quantity lost through Post-harvest losses,0,50,0,1000,0,0,Informal savings and credit group,300.0,300.0,Use of improved varieties,0,No,Very useful,Timely,Poultry,5.0,30.0,Myself,Husband,Hoe,3.0,30.0,Myself,Wife,7.9470632,-1.6244457
1235460,Bono East,Ghana,No Formal Education,No,No,No,Yes,Very useful,5.0,Yes,20.0,Yes,,,1.0,1.0,No,,Yes,2.0,Yes,Husband,1.0,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,1.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,OK,"7.9542047,-1.6298977,2.1",25 years to 60 years,Below or = 14 years,Rented from others,12.0,1.0,12.0,15.0,"Minimum tillage for maize, cowpea and vegetable production",Government Extension Officers,2016.0,1.0,End User friendliness,,,,,,,,Maize,0,1,1,3,300,Yes,4,Quantity Consumed,0,0,0,0,0,0,,,,General crop production advice,0,Yes,Very useful,Timely,Poultry,20.0,50.0,Wife,Wife,Television,1.0,120.0,Husband,Husband,7.9542047,-1.6298977
1235461,Bono East,Ghana,No Formal Education,Yes,Yes,No,No,,,No,,,Minimum tillage for maize and cowpea production,1.0,2.0,1.0,No,,Yes,3.0,No,,,Face-to-face(extension agents to farmer),MOFA Extension,MOFA only,No,,,1.0,No,,,Yes,Myself,Research institution/universities,Crop management,No,Very useful,Not always timely,Myself,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,OK,"8.0904607,-1.5314522,11.333",15 to 24 years,25 years to 60 years,Temporary offer for cropping,5.0,3.0,30.0,30.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2010.0,3.0,Adaptability,0,Major city in my area,18.0,25.0,qtt,Moderate,0,Maize,0,3,5,4,200,Yes,4,Quantity Consumed,0,1,0,50,0,0,,,,General crop production advice,0,Yes,Useful,Not always timely,Poultry,35.0,30.0,Myself,Husband,Cutlass,3.0,25.0,Myself,Husband,8.0904607,-1.5314522
1235462,Bono East,Ghana,No Formal Education,No,Yes,No,No,,,Yes,2.0,No,,,2.0,2.0,No,,No,0.0,Yes,Husband,1.0,,,No access,,,,1.0,No,,,No,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,OK,"7.9527779,-1.629111,2.25",Below or = 14 years,25 years to 60 years,Rented from others,3.0,3.0,6.0,30.0,"Minimum tillage for maize, cowpea and vegetable production",Other farmers,2013.0,3.0,Adaptability,,,,,,,,Yam,0,1,300,0,0,Yes,500,Quantity kept for planting (seed),0,0,0,50,0,0,,,,Pest and disease management,0,Yes,Not useful,Untimely,Poultry,1.0,70.0,Wife,Wife,Cutlass,2.0,25.0,Myself,Wife,7.9527779,-1.629111
